time/fps,time/time_elapsed,train/reward,time/total_timesteps,time/iterations,train/approx_kl,train/learning_rate,train/n_updates,train/entropy_loss,train/value_loss,train/loss,train/policy_gradient_loss,train/explained_variance,train/std,train/clip_range,train/clip_fraction
145,14,0.32865244,2048,1,,,,,,,,,,,
144,28,0.8816995,4096,2,0.014769974,0.00025,10,-41.18292510509491,18.96067444086075,10.775059700012207,-0.017683898244285956,-0.0006946325302124023,1.0022920370101929,0.2,0.211669921875
144,42,-1.1511196,6144,3,0.0140009755,0.00025,20,-41.23380167484284,89.09746549129486,34.615169525146484,-0.017776666753343308,0.0031281709671020508,1.0038014650344849,0.2,0.1599609375
144,56,3.349063,8192,4,0.021262985,0.00025,30,-41.28342506885529,60.50286332368851,29.485544204711914,-0.018594734638463707,0.0008044838905334473,1.005722165107727,0.2,0.18115234375
144,70,2.9439251,10240,5,0.017279152,0.00025,40,-41.32085347175598,31.378210711479188,15.787294387817383,-0.020297868293710053,0.006965994834899902,1.0062295198440552,0.2,0.20595703125
144,84,1.486702,12288,6,0.018712074,0.00025,50,-41.335057091712955,52.293255019187924,34.857547760009766,-0.017080611261189916,0.0091627836227417,1.006698489189148,0.2,0.17216796875
144,99,1.4699476,14336,7,0.023063373,0.00025,60,-41.368531942367554,66.74264575242997,33.308265686035156,-0.015385780049837195,-0.006319403648376465,1.009085774421692,0.2,0.186572265625
143,114,1.6584097,16384,8,0.0209327,0.00025,70,-41.41201348304749,42.23007287979126,18.078920364379883,-0.016252950954367407,-0.026564717292785645,1.0092655420303345,0.2,0.22001953125
143,128,0.5075919,18432,9,0.021155857,0.00025,80,-41.457639288902286,63.14019215106964,26.348073959350586,-0.023586305559729227,0.016125380992889404,1.0123282670974731,0.2,0.25048828125
143,142,1.8553879,20480,10,0.018020298,0.00025,90,-41.512536191940306,93.81689062118531,78.56281280517578,-0.013558556995121762,0.014897167682647705,1.012359619140625,0.2,0.17998046875
143,156,3.4071264,22528,11,0.02270908,0.00025,100,-41.51634657382965,107.6348960161209,42.715850830078125,-0.01774812983785523,0.014322221279144287,1.0131802558898926,0.2,0.2263671875
143,170,-0.3633538,24576,12,0.019099789,0.00025,110,-41.53138108253479,22.55812445282936,8.921875953674316,-0.017468851763987915,-0.144453763961792,1.013682246208191,0.2,0.18671875
143,184,-0.008159538,26624,13,0.027701743,0.00025,120,-41.554655289649965,57.76285517215729,24.027210235595703,-0.013150607893476263,0.048838257789611816,1.0144293308258057,0.2,0.219189453125
144,199,-1.5473524,28672,14,0.015284063,0.00025,130,-41.58105683326721,105.339151096344,38.29387283325195,-0.014019158158043865,0.016390442848205566,1.0161347389221191,0.2,0.165380859375
144,213,5.3418884,30720,15,0.02383186,0.00025,140,-41.62751221656799,40.51486467123031,20.052202224731445,-0.013810906818252987,0.018274307250976562,1.0171399116516113,0.2,0.239892578125
143,227,0.20519608,32768,16,0.026879758,0.00025,150,-41.67801485061646,79.17087475061416,44.780826568603516,-0.01153348156658467,0.014571130275726318,1.0205336809158325,0.2,0.272119140625
144,241,0.3861539,34816,17,0.023908645,0.00025,160,-41.77444112300873,60.644127821922304,29.748138427734375,-0.018531363634974696,0.018446683883666992,1.0233067274093628,0.2,0.249365234375
143,256,0.20933965,36864,18,0.02361742,0.00025,170,-41.826394486427304,75.63927001953125,32.7307243347168,-0.009386522995191627,0.010550200939178467,1.02384352684021,0.2,0.250244140625
142,272,-0.47921404,38912,19,0.019946244,0.00025,180,-41.85534381866455,15.031586581468583,6.305267333984375,-0.013668319390853867,0.023372530937194824,1.0258442163467407,0.2,0.23310546875
142,287,-0.5322132,40960,20,0.028318126,0.00025,190,-41.90884156227112,60.827148127555844,56.74714660644531,-0.011379584546375554,-0.009923577308654785,1.0280070304870605,0.2,0.304541015625
142,301,-10.078617,43008,21,0.03402504,0.00025,200,-41.96984057426452,62.06328817605972,45.60685348510742,-0.013226808951003477,-0.0170743465423584,1.0294502973556519,0.2,0.272265625
142,316,1.6652553,45056,22,0.02620431,0.00025,210,-42.00004267692566,19.287298947572708,9.327670097351074,-0.015452088313759304,-0.018120527267456055,1.0308462381362915,0.2,0.22978515625
142,330,-0.57380486,47104,23,0.023402624,0.00025,220,-42.05200295448303,42.95833438038826,19.265316009521484,-0.016448415120248683,-0.012945055961608887,1.0327155590057373,0.2,0.247998046875
142,345,4.3959417,49152,24,0.039713446,0.00025,230,-42.08315460681915,44.50885146856308,16.41750717163086,-0.006599620083579794,-0.02244126796722412,1.0332473516464233,0.2,0.307861328125
142,359,-1.254249,51200,25,0.029568851,0.00025,240,-42.11564610004425,62.52129107713699,35.754398345947266,-0.012064609097433277,0.008172094821929932,1.0352132320404053,0.2,0.28828125
142,374,1.6765267,53248,26,0.03489015,0.00025,250,-42.188941311836246,35.74370104074478,15.245076179504395,-0.011011279787635431,0.03955894708633423,1.03923499584198,0.2,0.302734375
142,388,-0.7442611,55296,27,0.02516403,0.00025,260,-42.28744511604309,66.16911182403564,48.5702018737793,-0.014778290191316046,0.018743276596069336,1.0413063764572144,0.2,0.231982421875
141,404,-0.64341086,57344,28,0.024533626,0.00025,270,-42.32516326904297,83.53189074993134,32.03643035888672,-0.011498947996005881,0.004494965076446533,1.0420267581939697,0.2,0.259716796875
141,419,-1.494387,59392,29,0.032407545,0.00025,280,-42.34552001953125,13.799960005283356,4.9334235191345215,-0.016036313300719484,0.027936995029449463,1.0430620908737183,0.2,0.322705078125
141,433,0.27812022,61440,30,0.026779631,0.00025,290,-42.381323313713075,45.07296243906021,31.189594268798828,-0.015056286926846952,0.02160400152206421,1.0445826053619385,0.2,0.249609375
141,448,-0.24215856,63488,31,0.020667255,0.00025,300,-42.418745470047,32.296629363298415,19.390090942382812,-0.00864430629007984,0.03761810064315796,1.0453521013259888,0.2,0.17041015625
141,463,0.41450673,65536,32,0.021364845,0.00025,310,-42.4475821018219,23.762167710065842,8.808218955993652,-0.011061531119048595,-0.011386513710021973,1.0466628074645996,0.2,0.238037109375
141,479,-0.2642464,67584,33,0.026943194,0.00025,320,-42.47219631671906,47.704052329063416,8.915451049804688,-0.015423728845780716,0.013315379619598389,1.0476148128509521,0.2,0.21376953125
141,493,0.76585555,69632,34,0.017194103,0.00025,330,-42.49324622154236,90.22870284318924,51.80564880371094,-0.013095234214415542,0.007529556751251221,1.0480382442474365,0.2,0.153466796875
141,507,-2.8520076,71680,35,0.03138289,0.00025,340,-42.5162606716156,118.0113631248474,61.19982147216797,-0.006752730066364165,0.0036596059799194336,1.049399971961975,0.2,0.243896484375
141,522,-4.6316266,73728,36,0.028581958,0.00025,350,-42.55899953842163,32.67992107868194,13.799826622009277,-0.011063373120850883,0.058808982372283936,1.050550103187561,0.2,0.28056640625
141,536,-0.20149606,75776,37,0.02299316,0.00025,360,-42.604657125473025,63.164962637424466,32.46821212768555,-0.005739481095224619,0.03334832191467285,1.0532374382019043,0.2,0.230029296875
141,551,-3.9607933,77824,38,0.033208136,0.00025,370,-42.651636075973514,38.65165897607803,13.790650367736816,-0.003336830846092198,0.06370341777801514,1.0549626350402832,0.2,0.356884765625
141,565,-2.120433,79872,39,0.020455536,0.00025,380,-42.74631164073944,19.59279380440712,12.140089988708496,-0.008958566343062557,0.006999850273132324,1.058583378791809,0.2,0.292236328125
140,581,-1.102654,81920,40,0.025053613,0.00025,390,-42.8171745300293,31.07533993124962,13.310816764831543,-0.01406294567277655,0.042194366455078125,1.060030221939087,0.2,0.277880859375
140,597,0.47788253,83968,41,0.02367073,0.00025,400,-42.844466018676755,36.51598111391068,15.295953750610352,-0.013954323885263875,0.047630369663238525,1.0610802173614502,0.2,0.233203125
140,612,1.4555403,86016,42,0.02218714,0.00025,410,-42.876355934143064,90.83893175125122,31.959505081176758,-0.009854248593910597,0.0015091896057128906,1.062361240386963,0.2,0.259765625
140,627,-1.1650726,88064,43,0.028094446,0.00025,420,-42.923240995407106,35.8488565325737,14.07453727722168,-0.011959687281341757,0.05866265296936035,1.0646544694900513,0.2,0.282421875
140,641,0.13227405,90112,44,0.030627443,0.00025,430,-42.9727915763855,97.16077167987824,27.179494857788086,-0.016950565262231976,0.06044119596481323,1.0658040046691895,0.2,0.234423828125
140,656,-2.5392632,92160,45,0.03232822,0.00025,440,-43.005621337890624,89.08455173969269,26.14242172241211,-0.003255042056844104,0.005568385124206543,1.0677589178085327,0.2,0.3421875
140,671,-5.588084,94208,46,0.02527543,0.00025,450,-43.06546683311463,33.910172688961026,12.66157341003418,-0.008061160761280916,0.03821760416030884,1.0697613954544067,0.2,0.288330078125
140,685,1.7874022,96256,47,0.016343204,0.00025,460,-43.11704235076904,115.8531655550003,60.79129409790039,-0.010611788532696665,0.06123548746109009,1.0715841054916382,0.2,0.16826171875
140,700,10.661349,98304,48,0.04021504,0.00025,470,-43.176061034202576,62.292758393287656,21.381044387817383,-0.0050334057086729445,0.024484336376190186,1.0747607946395874,0.2,0.295068359375
140,714,-1.0038605,100352,49,0.036458008,0.00025,480,-43.25197305679321,64.68514354228974,25.17824363708496,-0.004090794034709688,0.004877150058746338,1.0769401788711548,0.2,0.270263671875
140,728,0.5680502,102400,50,0.031700347,0.00025,490,-43.29831516742706,13.131307572126389,7.140854835510254,-0.009184519946575164,0.10255265235900879,1.0781707763671875,0.2,0.289013671875
140,742,0.26448286,104448,51,0.031241534,0.00025,500,-43.322889995574954,50.556996035575864,15.112832069396973,-0.006500532451900654,-0.006933927536010742,1.078170895576477,0.2,0.28115234375
140,756,-7.079394,106496,52,0.030508984,0.00025,510,-43.345562314987184,152.72213432788848,70.44459533691406,-0.007051922695245594,0.012931764125823975,1.0808846950531006,0.2,0.281591796875
140,770,1.4866518,108544,53,0.02689691,0.00025,520,-43.41884644031525,30.870349526405334,15.725558280944824,-0.008428343194827903,0.004185140132904053,1.082901954650879,0.2,0.2955078125
140,784,1.0739751,110592,54,0.018034182,0.00025,530,-43.45887897014618,157.53706574440002,59.94139862060547,-0.0061493635701481255,0.040061891078948975,1.0837478637695312,0.2,0.176708984375
140,799,0.20852448,112640,55,0.021249939,0.00025,540,-43.479270696640015,206.84729027748108,65.8282699584961,-0.009539593129011337,0.031127095222473145,1.0848963260650635,0.2,0.18671875
141,813,2.126972,114688,56,0.021747816,0.00025,550,-43.51568624973297,45.52253668308258,15.784883499145508,-0.009905378293478862,0.09602934122085571,1.0862284898757935,0.2,0.175537109375
141,827,0.005387381,116736,57,0.03617823,0.00025,560,-43.55629413127899,95.48931856155396,54.5399169921875,-0.0058016205701278524,0.08063548803329468,1.087731957435608,0.2,0.327490234375
141,841,1.0608045,118784,58,0.063732386,0.00025,570,-43.61833565235138,64.8716414809227,23.058820724487305,0.0010443524428410456,-0.015516996383666992,1.0908243656158447,0.2,0.291796875
141,855,-1.342281,120832,59,0.038548335,0.00025,580,-43.68512930870056,85.9185446858406,40.5941047668457,-0.0014945770526537672,-0.04450356960296631,1.093327283859253,0.2,0.28193359375
141,869,1.3045647,122880,60,0.02351377,0.00025,590,-43.740602707862855,29.872626841068268,17.448312759399414,-0.0030518503932398743,0.22132962942123413,1.0949068069458008,0.2,0.260498046875
141,883,0.72612715,124928,61,0.018540533,0.00025,600,-43.79660341739655,245.73550043106079,134.96939086914062,-0.011861905620025936,0.06424891948699951,1.0974323749542236,0.2,0.17578125
141,898,-1.9944793,126976,62,0.045205783,0.00025,610,-43.84239504337311,160.48587293624877,35.56618881225586,-0.002715459400496911,0.0426211953163147,1.0991822481155396,0.2,0.258154296875
141,914,5.2107043,129024,63,0.025688276,0.00025,620,-43.901242232322694,48.82833173274994,18.24541664123535,-0.008029460435500369,0.10113739967346191,1.1007311344146729,0.2,0.278515625
140,930,-0.3801176,131072,64,0.025280477,0.00025,630,-43.94367241859436,126.75433421134949,41.86567306518555,-0.007068552504642866,0.1035928726196289,1.1032592058181763,0.2,0.23974609375
140,945,-1.3639662,133120,65,0.0332281,0.00025,640,-44.01510512828827,173.2953010082245,118.89933013916016,0.005862518047797494,0.10348176956176758,1.1056833267211914,0.2,0.267138671875
140,959,3.557577,135168,66,0.021044739,0.00025,650,-44.0565187215805,226.0488094806671,61.21105194091797,-0.00326388142129872,0.0682988166809082,1.1062126159667969,0.2,0.146484375
140,974,-3.4938412,137216,67,0.025333747,0.00025,660,-44.08513855934143,14.218661904335022,5.39290189743042,-0.008058493316639215,0.20009565353393555,1.1084887981414795,0.2,0.234619140625
140,988,-0.11705846,139264,68,0.028697137,0.00025,670,-44.14267432689667,88.2385307431221,63.67143630981445,-0.009189447638345883,0.03244280815124512,1.1108171939849854,0.2,0.2515625
140,1003,-1.1405408,141312,69,0.036218844,0.00025,680,-44.191199803352355,207.9082633495331,96.25933074951172,-0.0004989115695934743,0.09169197082519531,1.1115425825119019,0.2,0.266552734375
140,1017,-0.38592875,143360,70,0.047941793,0.00025,690,-44.225444722175595,24.524346137046813,12.573135375976562,0.008973149332450702,-0.27737104892730713,1.1148245334625244,0.2,0.326416015625
140,1031,0.31020987,145408,71,0.034161944,0.00025,700,-44.30315217971802,100.92247902154922,71.80891418457031,-0.009950926546298432,0.03974407911300659,1.115944266319275,0.2,0.2884765625
140,1046,-36.154476,147456,72,0.021369044,0.00025,710,-44.33050789833069,98.0366236925125,37.308406829833984,-0.008839786627504509,0.09987145662307739,1.1172884702682495,0.2,0.1953125
140,1060,-1.1697733,149504,73,0.026891712,0.00025,720,-44.37686841487884,61.393674075603485,31.902997970581055,-0.003348368087608833,0.17499107122421265,1.1195849180221558,0.2,0.23837890625
140,1074,-1.1019316,151552,74,0.02760561,0.00025,730,-44.43868110179901,50.78465544581413,19.823974609375,-0.00871275981044164,0.25303077697753906,1.1216644048690796,0.2,0.25078125
140,1089,1.0794629,153600,75,0.029880263,0.00025,740,-44.48359823226929,61.7576384305954,26.78652572631836,-0.004927159294311423,0.1531914472579956,1.123233437538147,0.2,0.275
141,1103,-3.7205105,155648,76,0.019694943,0.00025,750,-44.50571644306183,109.38400475978851,59.66423034667969,-0.0068513293634168805,0.08661812543869019,1.1233298778533936,0.2,0.166357421875
141,1118,1.2894828,157696,77,0.023450512,0.00025,760,-44.51217246055603,16.930678373575212,6.6715898513793945,-0.006905637681484222,0.1364806890487671,1.1237961053848267,0.2,0.19951171875
141,1132,1.9687828,159744,78,0.02806711,0.00025,770,-44.53321328163147,92.65856716632842,68.52642822265625,-0.00695523957547266,0.24213409423828125,1.1251957416534424,0.2,0.186376953125
141,1147,-2.7944064,161792,79,0.015950844,0.00025,780,-44.56322040557861,92.0323826432228,96.33208465576172,-0.006132936611538753,0.13840287923812866,1.1256375312805176,0.2,0.159228515625
141,1161,0.23116562,163840,80,0.025687471,0.00025,790,-44.56703591346741,49.97381378412247,21.228174209594727,0.0003358935995493084,0.02045375108718872,1.1262342929840088,0.2,0.302490234375
141,1175,-0.791277,165888,81,0.020835597,0.00025,800,-44.61139614582062,118.04684720039367,81.78495025634766,-0.013327006570762023,0.18714284896850586,1.1286697387695312,0.2,0.184716796875
141,1190,-0.0699496,167936,82,0.044056132,0.00025,810,-44.67996935844421,110.34692146778107,18.060253143310547,-0.003203327947994694,0.33304697275161743,1.1312839984893799,0.2,0.266943359375
141,1204,-1.5738497,169984,83,0.04126685,0.00025,820,-44.738623428344724,134.0305044412613,76.4256820678711,-0.008482936955988406,0.14934587478637695,1.1341310739517212,0.2,0.31220703125
141,1219,-1.0523642,172032,84,0.03235807,0.00025,830,-44.8036830663681,20.44537115097046,7.877732753753662,0.002230863057775423,0.5213820934295654,1.1356717348098755,0.2,0.290234375
141,1233,0.14124256,174080,85,0.033729255,0.00025,840,-44.84374890327454,187.4892270565033,95.05085754394531,0.0001898095171782188,0.27466845512390137,1.1374374628067017,0.2,0.289306640625
141,1247,0.6702088,176128,86,0.031320367,0.00025,850,-44.90390751361847,274.01097564697267,132.3618927001953,-0.007244576804077951,0.17664778232574463,1.1399879455566406,0.2,0.26875
141,1262,0.7959111,178176,87,0.028467752,0.00025,860,-44.94389481544495,48.35451288223267,19.313405990600586,-0.006292810804734472,0.4588965177536011,1.140670657157898,0.2,0.202099609375
141,1276,-1.5995373,180224,88,0.023329865,0.00025,870,-44.97549023628235,182.87849910259246,83.67230224609375,-0.011134006711654366,0.30772995948791504,1.1429474353790283,0.2,0.17041015625
141,1291,-0.32336226,182272,89,0.0176549,0.00025,880,-45.02627947330475,201.5812415599823,70.82254028320312,-0.0055511483980808405,0.2073960304260254,1.1442484855651855,0.2,0.13740234375
141,1305,-0.032102276,184320,90,0.019946117,0.00025,890,-45.05320861339569,274.404545545578,109.45993041992188,-0.002944737767393235,0.10422623157501221,1.1450493335723877,0.2,0.165478515625
141,1320,-0.23330079,186368,91,0.036928065,0.00025,900,-45.08477108478546,22.9139461517334,10.415011405944824,-0.004997670723241754,0.6900016665458679,1.1470693349838257,0.2,0.27626953125
141,1334,-1.5454996,188416,92,0.0241227,0.00025,910,-45.12407970428467,273.9868612766266,115.06156921386719,-0.011542180577089311,0.3156203031539917,1.14827299118042,0.2,0.228271484375
141,1348,-2.124393,190464,93,0.025630143,0.00025,920,-45.15794920921326,306.35949048995974,121.90216827392578,-0.01106704800768057,0.17950230836868286,1.149987816810608,0.2,0.240380859375
141,1363,0.19519171,192512,94,0.032443006,0.00025,930,-45.20980145931244,35.38168344497681,12.636317253112793,-0.0004170315834926441,0.540574461221695,1.1520589590072632,0.2,0.26044921875
141,1377,-0.46256825,194560,95,0.018162023,0.00025,940,-45.26559805870056,188.88272035121918,140.48788452148438,-0.010135005405754783,0.245527982711792,1.1541427373886108,0.2,0.157568359375
141,1392,10.46305,196608,96,0.020801144,0.00025,950,-45.3019523859024,220.01306524276734,63.7922248840332,-0.005938598964712582,0.12566447257995605,1.1553289890289307,0.2,0.1578125
141,1406,0.23930371,198656,97,0.030567205,0.00025,960,-45.36690092086792,79.09661102294922,37.07539367675781,-0.003663172270171344,0.17152553796768188,1.1585853099822998,0.2,0.31171875
141,1420,0.46671957,200704,98,0.038039453,0.00025,970,-45.42718665599823,155.84454157352448,88.05682373046875,-0.007069496644544415,0.19806647300720215,1.161025047302246,0.2,0.295556640625
